ID CUSTOMER;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
5872OEQNH;Female;0;No;No;60;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;One year;Yes;Electronic check;4445;27739;No
3162KKZXO;Female;1;No;No;55;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;10015;540975;No
7055VKGDA;Male;0;No;No;54;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);1054;56434;Yes
0754UKWQP;Male;0;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9585;1977;Yes
8873GLDMH;Female;0;No;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7385;4013;No
5696JVVQY;Female;0;Yes;Yes;48;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);701;32384;No
8946BFWSG;Male;0;Yes;Yes;63;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2525;157305;No
7493TPUWZ;Male;0;No;No;1;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7915;7915;Yes
0547HURJB;Male;0;No;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);2105;2358;No
8904OPDCK;Male;1;Yes;No;54;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);2495;136475;No
8845LWKGE;Female;0;Yes;Yes;30;Yes;No;DSL;No;No;Yes;Yes;Yes;No;One year;Yes;Electronic check;645;198515;No
1577HKTFG;Female;0;Yes;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);1965;65585;Yes
8752STIVR;Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79;30315;Yes
0691NIKRI;Female;0;No;No;40;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);10595;43352;No
5022JNQEQ;Female;0;Yes;Yes;9;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;7585;6475;No
4558FANTW;Female;0;Yes;Yes;17;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;9185;157445;Yes
3249VHRIP;Female;0;No;No;62;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);436;27487;No
3736BLEPA;Male;0;No;No;28;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);9125;248365;No
4701LKOZD;Female;0;No;No;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);8975;63672;No
6603QWSPR;Female;0;No;No;46;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1044;49042;No
9921QFQUL;Female;0;Yes;No;23;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check;9015;204495;No
1929ZCBHE;Male;0;Yes;Yes;47;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;One year;No;Electronic check;403;17948;No
4378MYPGO;Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);10525;717315;No
8651ENBZX;Female;1;No;No;60;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;106;64414;Yes
4129LYCOI;Female;0;No;Yes;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;104;703905;No
7798JVXYM;Female;0;No;No;14;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;6965;9214;No
8647SDTWQ;Male;0;Yes;Yes;57;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;743;401835;No
2696ECXKC;Female;0;Yes;Yes;55;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;One year;No;Mailed check;1009;54486;No
2081KJSQF;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2025;2025;No
7623TRNQN;Male;0;No;Yes;1;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;499;499;Yes
3323CPBWR;Male;0;No;No;23;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);969;208545;No
9330IJWIO;Female;0;No;No;13;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;10035;135885;Yes
3384CTMSF;Male;0;Yes;No;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1041;513515;No
0902RFHOF;Male;0;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;201;7301;No
9286DOJGF;Female;1;Yes;No;38;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);7495;286985;Yes
6048QBXKL;Female;1;No;No;2;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);5655;11825;No
9661MHUMO;Male;1;Yes;Yes;1;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);4925;4925;Yes
7718RXDGG;Male;0;Yes;No;15;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);686;11086;No
1025FALIX;Female;0;No;No;26;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);6905;181565;No
3451VAWLI;Female;0;Yes;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);197;7304;No
3407QGWLG;Male;0;No;Yes;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2005;7545;No
1842EZJMK;Male;0;Yes;Yes;50;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;1037;507105;Yes
2347WKKAE;Male;0;Yes;No;42;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;944;40146;No
8735DCXNF;Male;0;Yes;No;10;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);5495;56885;No
3214IYUUQ;Female;0;Yes;No;61;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;One year;No;Bank transfer (automatic);937;58607;No
1936UAFEH;Female;0;No;No;68;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);11025;727935;No
3587PMCOY;Male;0;No;No;10;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;989;106495;No
8079XRJRS;Male;0;Yes;No;65;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;One year;No;Electronic check;8975;57696;Yes
1027LKKQQ;Female;0;Yes;Yes;72;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8045;588685;No
7148XZPHA;Male;0;Yes;Yes;55;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;794;423845;No
8073IJDCM;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;203;203;Yes
5309TAIKL;Female;0;No;No;7;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);628;4183;No
6856RAURS;Female;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;749;13605;No
8778LMWTJ;Female;0;No;No;9;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;7485;7082;No
9717IOAAF;Male;0;No;Yes;27;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);2585;78855;No
8884ADFVN;Male;1;Yes;No;7;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10195;70085;Yes
2845KDHVX;Female;0;Yes;No;64;Yes;No;DSL;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;683;43788;No
0848SOMKO;Male;0;No;No;70;No;No phone service;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);484;34428;No
2720WGKHP;Male;1;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94;1817;Yes
6734FQAJX;Male;1;No;No;67;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;10505;71717;No
2869ADAWR;Female;0;No;No;45;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);893;401685;Yes
1535VTJOQ;Female;0;No;No;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2515;553;No
6368TZZDT;Male;0;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);195;9685;No
0943ZQPXH;Male;0;Yes;Yes;44;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);9295;41229;No
1293BSEUN;Female;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;207;14823;No
9894EZEWG;Female;0;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);743;743;Yes
1302TPUBN;Male;0;No;No;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);1935;12408;No
7851FLGGQ;Male;0;No;No;1;No;No phone service;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;4465;4465;Yes
0637UBJRP;Male;0;Yes;Yes;13;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Electronic check;8405;10953;Yes
0940OUQEC;Male;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);807;7888;Yes
2378VTKDH;Male;1;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10435;657855;No
0927CNGRH;Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1955;1955;No
8608OZTLB;Male;0;Yes;Yes;38;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;No;Electronic check;7405;28023;No
2335GSODA;Male;0;No;Yes;23;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;401;85775;No
1952DVVSW;Female;0;Yes;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;201;1844;No
0702PGIBZ;Male;0;No;Yes;4;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;1017;36455;Yes
6656GULJQ;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);8355;60933;No
9853JFZDU;Female;0;Yes;No;35;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;5685;18611;No
1963VAUKV;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;204;204;Yes
3777XROBG;Female;0;Yes;Yes;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);1955;107965;No
6994FGRHH;Male;0;Yes;Yes;70;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;10615;74751;No
4000VGMQP;Male;0;Yes;Yes;38;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);7895;286255;No
3999WRNGR;Female;0;Yes;Yes;60;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;4975;306945;No
3466RITXD;Male;0;No;No;26;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);924;23498;No
2680XKKNJ;Female;0;No;No;8;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);582;46925;No
3058HJCUY;Male;0;Yes;Yes;41;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;1026;421335;Yes
2974GGUXS;Female;1;Yes;No;36;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);9195;330105;No
7994XIRTR;Male;1;No;No;54;Yes;No;DSL;No;No;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);6525;352995;No
3259FDWOY;Male;0;Yes;Yes;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);106;77237;Yes
2101RANCD;Female;0;No;No;55;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;731;41449;No
7921BEPCI;Female;0;No;No;72;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Two year;No;Bank transfer (automatic);5975;4265;No
0807ZABDG;Female;0;No;Yes;3;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;551;15465;Yes
8510TMWYB;Female;0;Yes;Yes;54;Yes;Yes;DSL;No;Yes;Yes;No;No;No;Two year;Yes;Bank transfer (automatic);598;324645;No
3258ZKPAI;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1166;833745;No
1428IEDPR;Male;0;No;No;52;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1093;57314;No
5298GSTLM;Female;1;No;No;60;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);1014;61766;No
4450YOOHP;Female;0;No;No;39;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);5065;19054;No
6728CZFEI;Female;0;No;No;15;Yes;No;DSL;No;No;No;No;Yes;No;One year;No;Mailed check;5615;9319;No
5748RNCJT;Male;0;No;No;69;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1065;73488;Yes
3653NCRDJ;Male;0;Yes;Yes;43;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;192;77625;No
6121TNHBO;Female;1;No;No;63;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);83;524305;No
5119NZPTV;Male;1;Yes;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;701;14165;No
6519ZHPXP;Female;0;Yes;Yes;72;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1083;767965;No
7739LAXOG;Female;0;Yes;Yes;32;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9105;29545;Yes
3472QPRCH;Male;0;Yes;Yes;40;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2525;10069;No
8224UAXBZ;Female;0;Yes;No;58;No;No phone service;DSL;Yes;Yes;No;No;Yes;No;One year;Yes;Electronic check;4535;25401;No
9610WCESF;Male;0;No;No;67;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Two year;No;Electronic check;439;30972;No
9776CLUJA;Female;1;Yes;No;51;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;775;380735;Yes
2486WYVVE;Male;0;Yes;No;31;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;793;2484;No
3865ZYKAD;Male;1;Yes;No;69;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);849;578565;No
1422DGUBX;Male;0;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;One year;Yes;Electronic check;7925;261915;No
2999AANRQ;Female;0;No;No;21;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Credit card (automatic);7105;152485;No
8668KNZTI;Male;0;No;No;52;Yes;No;DSL;Yes;No;Yes;No;No;No;One year;No;Electronic check;5375;279065;No
0480KYJVA;Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2425;17845;No
6034ZRYCV;Female;0;Yes;No;72;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;542;393745;Yes
9746YKGXB;Male;0;Yes;Yes;52;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;One year;No;Bank transfer (automatic);4425;22761;No
3926YZVVX;Female;0;No;No;41;Yes;No;DSL;No;No;No;Yes;No;No;One year;No;Bank transfer (automatic);5005;202905;No
6000UKLWI;Male;0;No;No;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2015;80235;No
2079FBMZK;Female;0;No;No;6;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;6925;4184;Yes
6332FBZRI;Male;0;Yes;Yes;67;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);6935;465325;No
2096XOTMO;Female;0;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1935;2759;No
3266FTKHB;Male;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1915;34345;No
8221EQDGL;Male;0;Yes;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Mailed check;61;213045;No
2346LOCWC;Female;0;Yes;Yes;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);205;11914;No
6608QQLVK;Male;0;No;No;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;505;505;Yes
0298XACET;Male;0;Yes;Yes;52;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;502;2554;No
7560QJAVJ;Female;0;No;No;70;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);796;558945;No
2995YWTCD;Female;0;Yes;Yes;19;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);249;4677;No
3551HUAZH;Male;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;744;744;Yes
9137UIYPG;Female;0;Yes;Yes;35;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1069;375645;No
2809ZMYOQ;Female;0;No;No;32;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10135;33349;No
5084OOVCJ;Female;0;Yes;Yes;17;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);5535;9205;No
0254WWRKD;Female;0;Yes;Yes;67;Yes;No;DSL;No;Yes;No;No;No;No;One year;No;Credit card (automatic);5055;343175;No
7727SHVZV;Female;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);195;15035;No
6302JGYRJ;Male;0;No;Yes;31;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Mailed check;7945;25877;Yes
5339PXDVH;Male;0;No;No;4;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check;9065;36795;No
2205LPVGL;Male;1;Yes;Yes;58;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);8985;512575;No
8782NUUOL;Male;0;No;No;60;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Mailed check;79;48011;No
3685YLCMQ;Male;0;No;No;58;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;10465;62196;Yes
7601WFVZV;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1955;1955;No
4609KNNWG;Female;0;Yes;Yes;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;199;5501;No
4868AADLV;Male;1;Yes;Yes;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;11625;786225;No
9529OFXHY;Male;0;No;No;15;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);8775;12422;No
8634MPHTR;Male;1;Yes;No;47;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10005;487105;Yes
2669QVCRG;Female;0;No;No;41;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);813;319065;No
2478EEWWM;Male;0;Yes;No;59;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;443;266675;No
9174IHETN;Female;0;No;Yes;50;Yes;No;Fiber optic;No;No;No;No;No;No;Two year;No;Credit card (automatic);7035;35336;No
2233TXSIU;Male;0;Yes;Yes;17;No;No phone service;DSL;Yes;No;Yes;No;Yes;No;One year;No;Credit card (automatic);4445;79215;No
9644UMGQA;Male;0;Yes;Yes;6;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;4915;29565;No
3256EZDBI;Male;1;Yes;No;51;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);2945;145935;No
8761NSOBC;Male;0;No;No;44;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;10055;439815;Yes
0419YAAPX;Male;0;Yes;No;49;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);853;429795;No
8413VONUO;Male;0;No;No;2;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;9565;1673;Yes
0872CASZJ;Male;0;Yes;No;59;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Mailed check;691;40969;No
4726DLWQN;Male;1;No;No;50;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);7035;34546;No
8164OCKUJ;Female;0;Yes;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;206;1286;No
3094JOJAI;Male;0;No;No;18;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;7415;1387;No
9494MRNYX;Male;0;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;7505;7863;No
2599CZABP;Male;0;Yes;No;14;Yes;No;DSL;No;No;No;No;No;No;One year;No;Electronic check;446;64125;No
7945PRBVF;Male;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2145;70545;No
4544RXFMG;Male;0;Yes;Yes;8;Yes;No;DSL;No;No;No;No;No;No;One year;Yes;Mailed check;4345;3455;No
0859YGKFW;Male;0;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2005;3459;No
1150FTQGN;Female;0;Yes;Yes;60;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;No;Bank transfer (automatic);9415;58118;No
9223UCPVT;Female;0;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;944;944;Yes
7196LIWRH;Female;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1955;12445;No
5448VWNAM;Female;0;No;Yes;19;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;759;13756;No
1177XZBJL;Male;0;Yes;Yes;53;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);6415;349155;No
3518FSTWG;Male;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);10955;79207;No
9330VOFSZ;Female;0;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1108;66407;No
4351QLCSU;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);55;55;Yes
0939EREMR;Female;0;No;Yes;13;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;5345;7181;No
9389ACWBI;Female;0;Yes;Yes;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);6995;3204;No
5419JPRRN;Male;0;No;No;1;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10145;10145;Yes
3644QXEHN;Male;0;Yes;Yes;13;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;97;133445;No
2911IJORQ;Male;0;No;No;37;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);906;335865;No
5921NGYRH;Male;0;Yes;No;64;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;7355;4764;No
2100BDNSN;Female;0;Yes;No;5;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);6795;3503;Yes
5998DZLYR;Female;0;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);9435;5703;No
0488GSLFR;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;695;695;Yes
9318NKNFC;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1885;1885;Yes
